Momento,Eólico,Fotovoltaico,Bioenergías,Hidráulico,% Demanda Abastecida
2022-02-04 15:00:00,1997.63,896.06,134.86,194.28,16.04
2022-02-04 15:05:00,1987.82,870.44,132.97,193.99,15.95
2022-02-04 15:10:00,2032.91,901.38,133.03,188.03,16.27
2022-02-04 15:15:00,2012.46,918.31,133.01,186.68,16.26
2022-02-04 15:20:00,2013.37,914.24,131.98,184.81,16.17
2022-02-04 15:25:00,2015.04,920.9,134.64,185.53,16.25
2022-02-04 15:30:00,2006.45,876.83,134.07,189.7,15.98
2022-02-04 15:35:00,1981.92,829.21,130.89,190.0,15.57
2022-02-04 15:40:00,1994.43,900.85,133.16,189.18,15.99
2022-02-04 15:45:00,1837.1,839.95,138.29,189.89,15.09
2022-02-04 15:50:00,2043.17,883.35,142.98,185.6,16.15
2022-02-04 15:55:00,2034.8,855.9,141.65,191.99,16.04
2022-02-04 16:00:00,1995.22,842.84,142.11,191.07,15.86
2022-02-04 16:05:00,2028.12,786.12,142.84,191.77,15.82
2022-02-04 16:10:00,2015.14,811.55,143.0,191.39,15.9
2022-02-04 16:15:00,2010.0,887.08,142.62,191.67,16.26
2022-02-04 16:20:00,2007.68,856.09,142.55,191.33,16.12
2022-02-04 16:25:00,2012.84,812.32,143.25,191.57,15.88
2022-02-04 16:30:00,2020.31,849.17,143.16,190.93,16.12
2022-02-04 16:35:00,2040.16,821.94,142.03,191.6,16.09
2022-02-04 16:40:00,2009.43,787.68,141.69,191.62,15.81
2022-02-04 16:45:00,1940.37,831.66,142.17,191.85,15.79
2022-02-04 16:50:00,1953.46,821.35,142.48,191.29,15.82
2022-02-04 16:55:00,1956.21,798.85,142.26,192.27,15.72
2022-02-04 17:00:00,1932.13,839.86,140.13,191.62,15.91
2022-02-04 17:05:00,1960.56,837.7,138.33,191.31,16.04
2022-02-04 17:10:00,2105.83,835.62,139.72,191.87,16.71
2022-02-04 17:15:00,2102.46,853.89,141.34,190.74,16.92
2022-02-04 17:20:00,2121.63,825.29,141.48,192.33,16.84
2022-02-04 17:25:00,2084.08,857.62,141.53,192.24,16.86
2022-02-04 17:30:00,2084.39,844.04,139.6,192.0,16.84
2022-02-04 17:35:00,2084.76,798.38,141.75,192.05,16.7
2022-02-04 17:40:00,2076.7,826.29,142.04,192.28,16.88
2022-02-04 17:45:00,2086.08,800.07,141.72,191.19,16.89
2022-02-04 17:50:00,2085.12,784.63,143.99,191.56,16.9
2022-02-04 17:55:00,2069.19,770.83,142.66,191.55,16.8
2022-02-04 18:00:00,2072.35,763.44,141.61,180.54,16.8
2022-02-04 18:05:00,2064.21,733.23,141.74,180.12,16.6
2022-02-04 18:10:00,2072.11,697.64,142.78,181.3,16.59
2022-02-04 18:15:00,2085.16,686.7,143.25,181.07,16.68
2022-02-04 18:20:00,2063.32,654.97,143.29,181.45,16.43
2022-02-04 18:25:00,2056.36,714.09,143.85,181.09,16.71
2022-02-04 18:30:00,2041.54,701.93,143.97,180.93,16.69
2022-02-04 18:35:00,2043.72,742.17,143.87,181.13,16.84
2022-02-04 18:40:00,2026.13,714.07,144.18,181.21,16.68
2022-02-04 18:45:00,2030.17,684.26,143.61,181.23,16.56
2022-02-04 18:50:00,1994.66,656.77,143.78,181.15,16.24
2022-02-04 18:55:00,1987.63,516.26,143.58,181.42,15.48
2022-02-04 19:00:00,1978.75,465.35,143.81,181.97,15.23
2022-02-04 19:05:00,1942.44,407.77,141.52,181.16,14.74
2022-02-04 19:10:00,1916.63,348.73,142.11,181.41,14.3
2022-02-04 19:15:00,1918.41,308.27,143.11,181.63,14.07
2022-02-04 19:20:00,1930.69,276.1,143.3,181.37,13.91
2022-02-04 19:25:00,1955.03,243.77,143.36,181.84,13.86
2022-02-04 19:30:00,1924.92,217.36,143.11,181.23,13.56
2022-02-04 19:35:00,1893.35,166.81,143.52,181.21,13.07
2022-02-04 19:40:00,1878.42,130.86,143.35,180.34,12.76
2022-02-04 19:45:00,1840.22,118.26,143.17,180.66,12.49
2022-02-04 19:50:00,1794.32,93.21,143.34,181.49,12.05
2022-02-04 19:55:00,1770.61,64.32,143.28,181.23,11.66
2022-02-04 20:00:00,1759.92,42.96,143.59,178.5,11.47
2022-02-04 20:05:00,1751.85,28.55,142.02,162.64,11.2
2022-02-04 20:10:00,1745.01,9.11,142.28,162.97,10.89
2022-02-04 20:15:00,1762.82,3.31,142.07,162.78,10.87
2022-02-04 20:20:00,1783.14,1.91,141.67,163.06,10.87
2022-02-04 20:25:00,1803.89,0.53,141.15,162.83,10.9
2022-02-04 20:30:00,1794.56,0.0,141.35,162.05,10.79
2022-02-04 20:35:00,1791.86,0.0,141.6,162.42,10.71
2022-02-04 20:40:00,1772.54,0.0,141.59,162.27,10.63
2022-02-04 20:45:00,1754.49,0.0,141.75,162.76,10.52
2022-02-04 20:50:00,1754.69,0.0,141.77,162.54,10.52
2022-02-04 20:55:00,1734.17,0.0,141.47,162.0,10.44
2022-02-04 21:00:00,1728.02,0.0,142.17,162.25,10.4
2022-02-04 21:05:00,1700.59,0.0,142.34,162.11,10.25
2022-02-04 21:10:00,1665.27,0.0,141.92,161.87,10.09
2022-02-04 21:15:00,1680.82,0.0,141.29,161.49,10.17
2022-02-04 21:20:00,1692.73,0.0,141.08,162.02,10.26
2022-02-04 21:25:00,1698.28,0.0,140.97,161.85,10.34
2022-02-04 21:30:00,1688.03,0.0,140.49,162.32,10.27
2022-02-04 21:35:00,1660.03,0.0,138.88,162.49,10.14
2022-02-04 21:40:00,1628.22,0.0,139.57,164.65,10.02
2022-02-04 21:45:00,1581.73,0.0,140.85,165.17,9.8
2022-02-04 21:50:00,1578.33,0.0,141.67,165.22,9.85
2022-02-04 21:55:00,1593.24,0.0,135.27,165.89,9.93
2022-02-04 22:00:00,1623.66,0.0,134.42,165.15,10.17
2022-02-04 22:05:00,1623.24,0.0,135.48,165.41,10.22
2022-02-04 22:10:00,1545.98,0.0,137.05,165.89,9.85
2022-02-04 22:15:00,1530.56,0.0,137.66,166.22,9.76
2022-02-04 22:20:00,1517.47,0.0,138.79,166.37,9.66
2022-02-04 22:25:00,1497.36,0.0,138.95,166.3,9.59
2022-02-04 22:30:00,1434.47,0.0,139.44,165.9,9.3
2022-02-04 22:35:00,1419.69,0.0,139.06,167.31,9.34
2022-02-04 22:40:00,1421.04,0.0,139.38,167.91,9.39
2022-02-04 22:45:00,1403.99,0.0,139.14,167.86,9.32
2022-02-04 22:50:00,1417.53,0.0,139.79,168.23,9.39
2022-02-04 22:55:00,1422.95,0.0,140.21,167.28,9.52
2022-02-04 23:00:00,1395.41,0.0,140.49,168.39,9.38
2022-02-04 23:05:00,1389.53,0.0,141.11,168.12,9.39
2022-02-04 23:10:00,1392.89,0.0,140.96,169.16,9.43
2022-02-04 23:15:00,1396.87,0.0,143.35,168.66,9.53
2022-02-04 23:20:00,1383.85,0.0,141.72,169.65,9.49
2022-02-04 23:25:00,1370.06,0.0,143.29,169.19,9.46
2022-02-04 23:30:00,1341.55,0.0,143.2,170.21,9.36
2022-02-04 23:35:00,1313.34,0.0,142.73,169.22,9.22
2022-02-04 23:40:00,1266.58,0.0,142.49,168.84,9.02
2022-02-04 23:45:00,1211.92,0.0,141.74,169.53,8.72
2022-02-04 23:50:00,1182.67,0.0,142.12,170.0,8.6
2022-02-04 23:55:00,1133.33,0.0,143.87,169.47,8.34
2022-02-05 00:00:00,1101.25,0.0,143.51,169.81,8.2
2022-02-05 00:05:00,1061.09,0.0,142.49,169.98,8.04
2022-02-05 00:10:00,1037.87,0.0,141.95,169.55,7.87
2022-02-05 00:15:00,1012.59,0.0,141.45,170.1,7.76
2022-02-05 00:20:00,986.26,0.0,141.8,170.09,7.64
2022-02-05 00:25:00,971.32,0.0,142.6,169.38,7.55
2022-02-05 00:30:00,947.24,0.0,142.31,169.1,7.45
2022-02-05 00:35:00,951.05,0.0,140.64,169.54,7.51
2022-02-05 00:40:00,951.4,0.0,140.43,169.48,7.54
2022-02-05 00:45:00,966.97,0.0,141.73,169.58,7.71
2022-02-05 00:50:00,997.86,0.0,142.63,169.34,7.96
2022-02-05 00:55:00,1021.05,0.0,142.3,168.99,8.14
2022-02-05 01:00:00,1070.59,0.0,141.65,169.51,8.44
2022-02-05 01:05:00,1106.39,0.0,131.48,168.94,8.66
2022-02-05 01:10:00,1091.28,0.0,132.69,169.68,8.55
2022-02-05 01:15:00,1083.2,0.0,132.37,169.28,8.53
2022-02-05 01:20:00,1059.43,0.0,133.38,169.68,8.44
2022-02-05 01:25:00,1053.16,0.0,135.99,169.33,8.45
2022-02-05 01:30:00,1087.7,0.0,143.38,170.02,8.75
2022-02-05 01:35:00,1147.72,0.0,143.78,168.9,9.16
2022-02-05 01:40:00,1171.24,0.0,143.59,169.16,9.35
2022-02-05 01:45:00,1168.42,0.0,132.52,168.96,9.36
2022-02-05 01:50:00,1160.13,0.0,133.55,169.42,9.35
2022-02-05 01:55:00,1172.68,0.0,132.51,169.03,9.4
2022-02-05 02:00:00,1146.12,0.0,132.03,169.63,9.24
2022-02-05 02:05:00,1139.22,0.0,131.78,169.19,9.26
2022-02-05 02:10:00,1194.08,0.0,132.24,168.89,9.61
2022-02-05 02:15:00,1242.68,0.0,133.15,168.97,9.95
2022-02-05 02:20:00,1222.27,0.0,132.17,169.55,9.91
2022-02-05 02:25:00,1231.08,0.0,132.18,169.19,10.0
2022-02-05 02:30:00,1219.45,0.0,132.42,169.4,9.98
2022-02-05 02:35:00,1260.6,0.0,131.35,169.56,10.28
2022-02-05 02:40:00,1248.09,0.0,140.33,169.69,10.29
2022-02-05 02:45:00,1287.55,0.0,138.32,169.47,10.55
2022-02-05 02:50:00,1338.21,0.0,133.89,169.31,10.86
2022-02-05 02:55:00,1362.01,0.0,137.32,168.99,11.11
2022-02-05 03:00:00,1350.92,0.0,139.54,169.65,11.03
2022-02-05 03:05:00,1309.26,0.0,138.84,169.36,10.75
2022-02-05 03:10:00,1295.52,0.0,138.57,169.27,10.73
2022-02-05 03:15:00,1314.89,0.0,138.57,169.13,10.83
2022-02-05 03:20:00,1365.79,0.0,138.7,169.16,11.2
2022-02-05 03:25:00,1419.5,0.0,139.83,168.2,11.57
2022-02-05 03:30:00,1415.33,0.0,140.43,168.53,11.66
2022-02-05 03:35:00,1396.14,0.0,139.53,168.56,11.53
2022-02-05 03:40:00,1392.41,0.0,138.42,168.71,11.55
2022-02-05 03:45:00,1376.75,0.0,139.46,168.83,11.52
2022-02-05 03:50:00,1371.93,0.0,139.63,169.64,11.49
2022-02-05 03:55:00,1372.68,0.0,139.68,169.4,11.55
2022-02-05 04:00:00,1384.56,0.0,140.11,169.41,11.57
2022-02-05 04:05:00,1358.94,0.0,140.39,169.0,11.46
2022-02-05 04:10:00,1365.5,0.0,140.56,168.41,11.56
2022-02-05 04:15:00,1362.58,0.0,139.9,168.59,11.54
2022-02-05 04:20:00,1375.0,0.0,139.64,169.01,11.64
2022-02-05 04:25:00,1405.82,0.0,141.07,168.66,11.92
2022-02-05 04:30:00,1428.53,0.0,140.9,168.92,12.13
2022-02-05 04:35:00,1454.72,0.0,141.82,168.55,12.42
2022-02-05 04:40:00,1478.55,0.0,141.81,168.33,12.59
2022-02-05 04:45:00,1509.84,0.0,141.47,169.0,12.78
2022-02-05 04:50:00,1547.68,0.0,142.1,168.88,13.11
2022-02-05 04:55:00,1593.28,0.0,141.62,168.49,13.39
2022-02-05 05:00:00,1631.72,0.0,141.72,168.94,13.64
2022-02-05 05:05:00,1648.45,0.0,141.7,169.39,13.81
2022-02-05 05:10:00,1676.26,0.0,141.58,168.6,13.98
2022-02-05 05:15:00,1683.2,0.0,140.86,168.37,14.1
2022-02-05 05:20:00,1703.79,0.0,140.42,168.9,14.05
2022-02-05 05:25:00,1691.94,0.0,139.63,169.05,13.94
2022-02-05 05:30:00,1679.56,0.0,140.14,168.56,13.93
2022-02-05 05:35:00,1679.84,0.0,140.27,168.9,14.0
2022-02-05 05:40:00,1687.44,0.0,140.46,168.77,13.97
2022-02-05 05:45:00,1718.03,0.0,140.19,169.05,14.23
2022-02-05 05:50:00,1752.27,0.0,141.03,169.58,14.27
2022-02-05 05:55:00,1774.51,0.0,140.77,168.76,14.52
2022-02-05 06:00:00,1778.95,0.0,142.1,168.82,14.56
2022-02-05 06:05:00,1807.72,0.0,142.59,169.08,14.72
2022-02-05 06:10:00,1791.42,0.0,142.15,169.73,14.65
2022-02-05 06:15:00,1762.46,0.0,142.19,168.63,14.52
2022-02-05 06:20:00,1775.47,0.0,142.17,167.64,14.74
2022-02-05 06:25:00,1784.6,0.0,142.16,167.87,14.68
2022-02-05 06:30:00,1777.73,0.0,142.4,168.17,14.7
2022-02-05 06:35:00,1777.7,0.0,141.99,167.51,14.65
2022-02-05 06:40:00,1809.77,0.0,142.49,167.65,15.01
2022-02-05 06:45:00,1838.23,0.0,142.03,167.31,15.27
2022-02-05 06:50:00,1845.34,0.0,140.15,167.61,15.41
2022-02-05 06:55:00,1841.71,0.0,141.38,167.98,15.46
2022-02-05 07:00:00,1835.59,0.0,141.99,167.92,15.42
2022-02-05 07:05:00,1835.75,0.0,139.91,168.5,15.46
2022-02-05 07:10:00,1852.41,0.25,141.68,167.85,15.56
2022-02-05 07:15:00,1856.55,3.23,141.06,167.76,15.57
2022-02-05 07:20:00,1824.33,7.19,142.18,167.7,15.4
2022-02-05 07:25:00,1804.06,14.61,139.6,167.97,15.19
2022-02-05 07:30:00,1786.39,33.13,142.96,167.79,15.22
2022-02-05 07:35:00,1746.28,57.25,142.58,168.06,15.07
2022-02-05 07:40:00,1716.07,92.59,142.66,168.21,15.06
2022-02-05 07:45:00,1717.25,125.54,143.29,167.81,15.33
2022-02-05 07:50:00,1701.83,162.26,143.64,168.1,15.42
2022-02-05 07:55:00,1690.9,206.48,143.73,167.41,15.65
2022-02-05 08:00:00,1676.8,246.45,142.96,167.91,15.73
2022-02-05 08:05:00,1648.33,293.3,141.61,167.0,15.75
2022-02-05 08:10:00,1619.74,338.89,142.27,168.27,15.83
2022-02-05 08:15:00,1596.54,385.41,143.15,167.39,15.99
2022-02-05 08:20:00,1558.92,433.21,142.5,166.96,15.91
2022-02-05 08:25:00,1511.64,478.44,142.5,167.79,15.83
2022-02-05 08:30:00,1534.97,520.74,142.09,167.95,16.24
2022-02-05 08:35:00,1561.54,560.03,144.27,167.41,16.76
2022-02-05 08:40:00,1572.56,595.33,142.93,168.09,17.05
2022-02-05 08:45:00,1581.82,624.65,143.29,167.48,17.31
2022-02-05 08:50:00,1581.78,641.97,143.2,166.95,17.44
2022-02-05 08:55:00,1621.22,679.29,142.38,166.93,17.91
2022-02-05 09:00:00,1637.81,700.37,141.67,166.66,18.04
2022-02-05 09:05:00,1686.62,705.32,142.92,167.35,18.26
2022-02-05 09:10:00,1720.52,718.81,143.33,167.07,18.53
2022-02-05 09:15:00,1717.27,733.15,142.49,168.01,18.52
2022-02-05 09:20:00,1698.38,726.97,142.82,168.01,18.29
2022-02-05 09:25:00,1689.49,703.92,142.37,167.49,17.99
2022-02-05 09:30:00,1702.84,706.56,143.99,167.85,18.01
2022-02-05 09:35:00,1723.43,711.01,143.04,167.41,18.12
2022-02-05 09:40:00,1701.58,751.31,142.53,167.22,18.21
2022-02-05 09:45:00,1670.1,754.75,141.78,167.22,17.94
2022-02-05 09:50:00,1683.63,770.88,142.39,167.29,18.16
2022-02-05 09:55:00,1694.47,765.63,143.22,167.05,18.14
2022-02-05 10:00:00,1678.92,765.4,144.01,173.58,18.06
2022-02-05 10:05:00,1668.59,790.37,144.34,173.86,18.13
2022-02-05 10:10:00,1655.96,784.05,144.78,173.85,17.93
2022-02-05 10:15:00,1660.47,772.59,142.25,173.56,17.88
2022-02-05 10:20:00,1669.49,769.95,140.06,174.34,17.92
2022-02-05 10:25:00,1689.37,747.77,140.4,174.64,17.9
2022-02-05 10:30:00,1709.38,768.57,140.47,174.58,18.04
2022-02-05 10:35:00,1717.85,792.22,138.16,174.01,18.23
2022-02-05 10:40:00,1728.75,753.82,140.39,173.81,18.18
2022-02-05 10:45:00,1748.46,769.72,139.8,174.56,18.34
2022-02-05 10:50:00,1782.85,762.73,139.92,174.91,18.56
2022-02-05 10:55:00,1780.0,777.18,143.54,173.79,18.68
2022-02-05 11:00:00,1761.74,783.82,142.01,175.26,18.47
2022-02-05 11:05:00,1743.61,781.28,141.1,175.38,18.31
2022-02-05 11:10:00,1743.71,793.73,140.25,175.1,18.39
2022-02-05 11:15:00,1725.21,786.39,143.38,174.74,18.21
2022-02-05 11:20:00,1737.59,786.57,144.59,174.27,18.44
2022-02-05 11:25:00,1769.93,787.61,143.43,174.62,18.56
2022-02-05 11:30:00,1829.41,781.38,143.92,174.23,18.82
2022-02-05 11:35:00,1805.26,786.38,145.26,174.63,18.78
2022-02-05 11:40:00,1761.06,796.6,144.84,174.23,18.52
2022-02-05 11:45:00,1775.74,792.19,144.29,175.05,18.61
2022-02-05 11:50:00,1744.32,808.92,133.09,174.12,18.44
2022-02-05 11:55:00,1688.91,805.69,133.12,174.38,18.0
2022-02-05 12:00:00,1698.43,817.85,134.35,174.64,18.12
2022-02-05 12:05:00,1732.86,826.04,133.12,174.8,18.34
2022-02-05 12:10:00,1714.13,815.69,142.85,174.81,18.14
2022-02-05 12:15:00,1744.81,817.16,143.82,174.71,18.38
2022-02-05 12:20:00,1713.52,806.32,141.91,174.92,18.09
2022-02-05 12:25:00,1687.02,812.58,143.63,174.35,18.04
2022-02-05 12:30:00,1649.63,807.77,142.38,174.61,17.67
2022-02-05 12:35:00,1647.61,809.8,141.51,175.17,17.71
2022-02-05 12:40:00,1607.35,822.02,143.06,174.34,17.53
2022-02-05 12:45:00,1628.83,831.08,141.17,174.25,17.7
2022-02-05 12:50:00,1607.36,821.88,140.26,173.7,17.55
2022-02-05 12:55:00,1632.03,810.49,141.18,174.32,17.63
2022-02-05 13:00:00,1614.88,821.16,141.29,174.05,17.52
2022-02-05 13:05:00,1572.44,821.99,141.74,175.95,17.25
2022-02-05 13:10:00,1620.6,855.0,141.53,181.64,17.78
2022-02-05 13:15:00,1630.96,859.74,141.02,180.29,17.85
2022-02-05 13:20:00,1638.93,853.89,141.09,179.9,17.87
2022-02-05 13:25:00,1608.69,853.27,140.83,181.26,17.6
2022-02-05 13:30:00,1566.8,838.39,140.28,181.76,17.24
2022-02-05 13:35:00,1510.43,847.86,139.85,181.12,17.01
2022-02-05 13:40:00,1482.36,866.25,140.08,180.99,16.96
2022-02-05 13:45:00,1523.8,854.77,141.19,180.86,17.1
2022-02-05 13:50:00,1524.24,844.7,141.18,181.53,17.04
2022-02-05 13:55:00,1546.24,839.37,141.1,180.84,17.25
2022-02-05 14:00:00,1598.07,829.67,140.76,181.48,17.44
2022-02-05 14:05:00,1592.45,832.87,142.25,181.21,17.43
2022-02-05 14:10:00,1578.58,831.6,142.52,181.05,17.21
2022-02-05 14:15:00,1566.62,811.98,141.95,180.76,17.07
2022-02-05 14:20:00,1604.49,815.14,143.25,181.23,17.34
2022-02-05 14:25:00,1619.11,806.85,135.97,180.67,17.35
2022-02-05 14:30:00,1620.26,837.95,136.38,180.51,17.56
2022-02-05 14:35:00,1600.67,826.2,135.83,180.57,17.33
2022-02-05 14:40:00,1622.86,802.03,135.95,180.25,17.41
2022-02-05 14:45:00,1597.98,817.22,133.91,169.42,17.28
2022-02-05 14:50:00,1607.31,765.65,135.63,169.01,17.07
2022-02-05 14:55:00,1627.61,775.57,133.94,169.4,17.23
2022-02-05 15:00:00,1620.97,816.86,126.29,169.61,17.38
2022-02-05 15:05:00,1608.18,804.0,133.73,169.22,17.24
2022-02-05 15:10:00,1578.55,799.6,134.52,169.52,16.96
2022-02-05 15:15:00,1609.87,796.86,134.37,169.81,17.15
2022-02-05 15:20:00,1596.16,801.28,133.15,169.76,17.11
2022-02-05 15:25:00,1659.2,808.69,132.63,169.13,17.55
2022-02-05 15:30:00,1671.01,792.94,120.41,169.7,17.48
2022-02-05 15:35:00,1646.21,756.76,120.32,178.93,17.3
2022-02-05 15:40:00,1643.48,742.61,120.29,178.99,17.16
2022-02-05 15:45:00,1634.01,748.06,122.25,182.27,17.18
2022-02-05 15:50:00,1625.7,778.06,121.61,183.97,17.3
2022-02-05 15:55:00,1646.04,747.29,134.13,184.52,17.33
2022-02-05 16:00:00,1633.13,762.22,132.82,184.4,17.38
2022-02-05 16:05:00,1619.88,792.64,127.03,184.43,17.46
2022-02-05 16:10:00,1638.1,799.43,127.1,185.05,17.58
2022-02-05 16:15:00,1605.91,782.73,124.65,184.79,17.37
2022-02-05 16:20:00,1634.37,763.98,126.65,185.05,17.39
2022-02-05 16:25:00,1630.75,747.23,126.06,185.02,17.16
2022-02-05 16:30:00,1630.92,762.31,125.57,184.57,17.32
2022-02-05 16:35:00,1602.3,782.05,125.27,185.43,17.28
2022-02-05 16:40:00,1605.66,750.76,124.24,184.92,17.14
2022-02-05 16:45:00,1623.27,765.34,122.86,185.16,17.43
2022-02-05 16:50:00,1638.22,724.48,122.87,185.09,17.26
2022-02-05 16:55:00,1598.41,744.03,124.74,184.31,17.15
2022-02-05 17:00:00,1580.78,704.87,126.2,184.71,16.81
2022-02-05 17:05:00,1594.99,712.99,125.81,185.33,16.8
2022-02-05 17:10:00,1598.48,710.83,124.9,185.02,16.78
2022-02-05 17:15:00,1593.97,707.66,125.17,184.48,16.85
2022-02-05 17:20:00,1617.45,689.12,125.85,184.59,16.88
2022-02-05 17:25:00,1605.19,701.3,123.25,184.44,16.89
2022-02-05 17:30:00,1608.11,697.15,128.51,184.57,16.93
2022-02-05 17:35:00,1614.93,685.01,130.22,184.02,16.94
2022-02-05 17:40:00,1616.33,695.2,130.73,184.21,17.1
2022-02-05 17:45:00,1593.59,685.13,132.13,184.34,16.9
2022-02-05 17:50:00,1553.91,657.18,132.86,185.03,16.45
2022-02-05 17:55:00,1521.52,667.04,133.9,184.54,16.38
2022-02-05 18:00:00,1547.27,654.38,134.65,185.02,16.48
2022-02-05 18:05:00,1543.91,658.85,133.92,184.34,16.52
2022-02-05 18:10:00,1563.28,654.84,133.68,184.28,16.66
2022-02-05 18:15:00,1589.65,637.77,133.69,184.53,16.72
2022-02-05 18:20:00,1576.05,622.2,133.47,184.13,16.6
2022-02-05 18:25:00,1557.98,610.49,134.13,184.48,16.34
2022-02-05 18:30:00,1522.16,586.29,133.42,184.5,16.0
2022-02-05 18:35:00,1517.44,574.39,132.9,183.84,15.89
2022-02-05 18:40:00,1461.59,539.32,132.93,184.65,15.31
2022-02-05 18:45:00,1438.59,518.74,133.77,185.01,15.01
2022-02-05 18:50:00,1448.81,423.72,134.96,178.48,14.52
2022-02-05 18:55:00,1443.67,413.26,136.5,177.47,14.42
2022-02-05 19:00:00,1426.79,399.61,136.06,177.49,14.27
2022-02-05 19:05:00,1405.15,338.22,135.3,178.03,13.87
2022-02-05 19:10:00,1390.4,342.81,135.12,177.79,13.86
2022-02-05 19:15:00,1335.91,284.86,136.45,177.84,13.12
2022-02-05 19:20:00,1308.11,257.82,136.59,178.0,12.78
2022-02-05 19:25:00,1262.76,229.72,136.36,176.99,12.49
2022-02-05 19:30:00,1265.58,189.03,136.8,177.36,12.15
2022-02-05 19:35:00,1257.86,154.05,138.14,161.39,11.79
2022-02-05 19:40:00,1259.87,126.51,137.51,160.06,11.51
2022-02-05 19:45:00,1333.04,97.61,139.08,160.75,11.73
2022-02-05 19:50:00,1368.92,70.12,138.95,159.6,11.74
2022-02-05 19:55:00,1354.22,47.24,139.15,159.99,11.4
2022-02-05 20:00:00,1357.24,21.36,138.81,160.09,11.1
2022-02-05 20:05:00,1350.48,9.56,138.41,159.27,10.85
2022-02-05 20:10:00,1353.82,4.6,134.24,159.39,10.69
2022-02-05 20:15:00,1345.33,1.73,131.69,159.99,10.61
2022-02-05 20:20:00,1341.44,0.0,131.02,159.65,10.41
2022-02-05 20:25:00,1338.81,0.0,132.5,159.53,10.37
2022-02-05 20:30:00,1338.41,0.0,133.26,159.26,10.29
2022-02-05 20:35:00,1352.5,0.0,135.32,160.7,10.28
2022-02-05 20:40:00,1359.16,0.0,135.36,159.82,10.28
2022-02-05 20:45:00,1375.28,0.0,133.98,160.21,10.36
2022-02-05 20:50:00,1394.39,0.0,132.95,159.67,10.39
2022-02-05 20:55:00,1401.88,0.0,134.47,160.68,10.44
2022-02-05 21:00:00,1386.02,0.0,133.03,159.88,10.32
2022-02-05 21:05:00,1373.29,0.0,131.75,159.95,10.3
2022-02-05 21:10:00,1360.36,0.0,130.86,159.79,10.22
2022-02-05 21:15:00,1369.49,0.0,131.07,159.77,10.3
2022-02-05 21:20:00,1353.68,0.0,128.3,159.47,10.14
2022-02-05 21:25:00,1363.9,0.0,128.81,159.48,10.29
2022-02-05 21:30:00,1349.68,0.0,132.57,159.33,10.29
2022-02-05 21:35:00,1358.59,0.0,134.18,160.05,10.34
2022-02-05 21:40:00,1338.65,0.0,133.98,160.04,10.27
2022-02-05 21:45:00,1299.5,0.0,132.94,159.69,10.02
2022-02-05 21:50:00,1303.46,0.0,132.48,159.83,10.07
2022-02-05 21:55:00,1295.18,0.0,132.07,159.91,10.05
2022-02-05 22:00:00,1284.19,0.0,132.28,160.16,10.0
2022-02-05 22:05:00,1310.38,0.0,130.75,159.84,10.23
2022-02-05 22:10:00,1316.98,0.0,130.28,159.76,10.33
2022-02-05 22:15:00,1300.43,0.0,130.97,159.72,10.21
2022-02-05 22:20:00,1314.84,0.0,131.81,159.1,10.38
2022-02-05 22:25:00,1316.67,0.0,131.73,160.07,10.43
2022-02-05 22:30:00,1335.95,0.0,131.84,159.29,10.55
2022-02-05 22:35:00,1327.72,0.0,133.67,159.49,10.59
2022-02-05 22:40:00,1342.8,0.0,134.63,161.26,10.75
2022-02-05 22:45:00,1320.31,0.0,135.39,161.05,10.64
2022-02-05 22:50:00,1304.26,0.0,133.72,161.04,10.63
2022-02-05 22:55:00,1324.78,0.0,133.58,160.41,10.77
2022-02-05 23:00:00,1325.83,0.0,135.1,161.02,10.84
2022-02-05 23:05:00,1306.77,0.0,135.47,160.62,10.75
2022-02-05 23:10:00,1308.57,0.0,135.2,160.72,10.74
2022-02-05 23:15:00,1306.27,0.0,134.95,160.62,10.81
2022-02-05 23:20:00,1323.5,0.0,134.03,160.63,10.96
2022-02-05 23:25:00,1320.43,0.0,135.36,160.49,10.98
2022-02-05 23:30:00,1317.3,0.0,135.57,159.97,10.99
2022-02-05 23:35:00,1312.03,0.0,134.5,160.52,11.04
2022-02-05 23:40:00,1311.83,0.0,133.65,161.05,11.09
2022-02-05 23:45:00,1360.6,0.0,134.14,160.6,11.48
2022-02-05 23:50:00,1410.66,0.0,135.01,161.12,11.81
2022-02-05 23:55:00,1458.82,0.0,134.42,160.92,12.23
2022-02-06 00:00:00,1504.65,0.0,134.36,160.99,12.61
2022-02-06 00:05:00,1518.8,0.0,133.74,161.46,12.75
2022-02-06 00:10:00,1534.18,0.0,134.2,160.68,12.91
2022-02-06 00:15:00,1553.98,0.0,134.41,160.78,13.09
2022-02-06 00:20:00,1561.58,0.0,134.44,160.39,13.26
2022-02-06 00:25:00,1568.89,0.0,134.36,160.33,13.35
2022-02-06 00:30:00,1557.8,0.0,133.58,160.08,13.34
2022-02-06 00:35:00,1555.34,0.0,133.95,160.57,13.44
2022-02-06 00:40:00,1595.09,0.0,133.1,160.54,13.67
2022-02-06 00:45:00,1610.83,0.0,133.22,160.15,13.81
2022-02-06 00:50:00,1581.05,0.0,134.24,160.35,13.72
2022-02-06 00:55:00,1531.01,0.0,134.94,160.81,13.37
2022-02-06 01:00:00,1484.08,0.0,135.28,160.78,13.11
2022-02-06 01:05:00,1433.69,0.0,134.81,160.76,12.89
